id,age,checking_status,class,credit_amount,credit_history,duration,employment,existing_credits,feat01,feat02,feat03,feat04,feat05,feat06,feat07,feat08,feat09,feat10,foreign_worker,housing,installment_commitment,job,num_dependents,other_parties,other_payment_plans,own_telephone,personal_status,property_magnitude,purpose,residence_since,savings_status
835,46,'<0',good,2005,'existing paid',15,'<1',1,0.3124993995926284,0.5070404209055047,0.6674671422317227,0.9281577264915734,0.46413987455608213,1.2021688874415877,0.7281306616593085,0.6618218901598548,0.5927743480662746,0.8525732495860282,yes,rent,4,skilled,1,guarantor,none,none,'female div/dep/mar','life insurance',furniture/equipment,1,'<100'
836,60,'0<=X<200',bad,14988,'all paid',60,'>=7',2,0.6714188831364787,0.5187989570681559,1.2228407242806805,0.9394192591134536,1.5748592813786773,0.7944961207905602,1.345464137746728,0.7230625537411102,0.9050047572119508,0.3917847516764592,yes,'for free',3,'high qualif/self emp/mgmt',1,none,bank,yes,'female div/dep/mar','no known property',other,4,'100<=X<500'
837,37,'no checking',good,1160,'critical/other existing credit',12,'4<=X<7',1,0.6095917759200629,0.46503312506170386,1.3431028641125593,1.2101811645802312,0.8035799680240904,1.4970485687098831,0.786104867156815,1.6651997396860985,0.7912531476328433,0.5010617787462889,yes,rent,3,skilled,1,none,none,yes,'female div/dep/mar',car,furniture/equipment,4,'500<=X<1000'
838,22,'<0',good,3310,'existing paid',24,'<1',1,0.40017842011073823,0.63404954470672,0.6182917392165188,1.264255611647674,0.9305649389602297,1.327542579240924,0.8370487493369118,1.349867463093918,0.8365466946476064,0.3566774210305276,yes,'for free',4,skilled,1,none,bank,none,'male single','no known property',furniture/equipment,1,'<100'
839,53,'no checking',bad,7176,'all paid',30,unemployed,1,0.4547438627280121,0.02581357907013954,1.1649587158233992,1.1441073219569724,0.9479958527799631,0.5441256676478915,1.0352452970136294,1.219282988790284,0.9169031950122547,0.7186184243554853,yes,own,4,'high qualif/self emp/mgmt',1,none,bank,yes,'female div/dep/mar','real estate','used car',1,'no known savings'
840,20,'<0',good,1109,'existing paid',12,'1<=X<4',1,0.34447063102523645,0.5249479556339413,0.9764542911362493,0.817798242817175,1.229396221113864,0.7162124308859608,1.3248213114726863,0.837293761649091,1.0102461672066028,0.6712881931039655,yes,rent,2,'high qualif/self emp/mgmt',2,none,none,yes,'male single','real estate',radio/tv,2,'<100'
841,23,'<0',bad,1350,'existing paid',45,'1<=X<4',1,0.5958368560998475,0.34960083797067704,0.8773237300742139,0.9067049928028974,0.8938700535510004,1.181411631224567,0.8663212969853116,0.9184327296808191,0.5068166284320581,0.19293484930086346,yes,'for free',4,skilled,1,none,none,yes,'male single','no known property',radio/tv,4,'<100'
842,35,'no checking',good,9367,'existing paid',36,'1<=X<4',1,0.39264873544237394,0.4577399620195282,0.9939591767952437,1.189850788865217,0.5830893693917869,0.6854159291367842,1.3192408226191632,0.7272697119674657,0.7253525278145052,0.491816612766968,yes,'for free',2,'unskilled resident',2,none,none,yes,'male single','no known property',education,4,'no known savings'
843,48,'<0',bad,1143,'delayed previously',24,'<1',1,0.33760669223507056,0.6426551143442226,1.135770576469174,0.9618040375147929,1.3168022051537172,1.0060534429907286,1.1666408057895243,1.2294827940354607,0.7257738150373247,0.682280798623029,yes,own,4,skilled,1,none,stores,none,'male mar/wid','real estate',radio/tv,4,'<100'
844,23,'0<=X<200',bad,778,'existing paid',12,'<1',1,0.448234749053066,0.3895005153980556,0.5940166416921335,1.2875079709725623,0.3184764489957212,0.712910769551956,0.34946630424375136,0.9598531442528179,0.6973842644638298,0.54107941388808,yes,own,4,'unskilled resident',1,none,bank,none,'female div/dep/mar','life insurance','new car',2,'100<=X<500'
845,35,'0<=X<200',good,4148,'existing paid',21,'4<=X<7',1,0.35247774423497724,0.4960847145726393,1.463894039343649,1.2959034022358498,0.8699407756656337,1.3479109217469711,1.3960795682575502,0.5908491432802208,0.8921507195938015,0.6210586274789529,yes,own,2,skilled,1,none,none,yes,'male single',car,furniture/equipment,3,'no known savings'
846,63,'no checking',good,1411,'critical/other existing credit',12,'>=7',2,0.5456719157517692,0.4819224890944054,0.5810386694601745,0.7931406663188603,1.1498270551508019,1.331147822567377,1.4386845547649467,0.5792382795356827,1.2465671345479712,0.7886510541531279,yes,own,2,'unskilled resident',1,none,none,yes,'male single','real estate',radio/tv,4,'<100'
847,48,'<0',good,2551,'critical/other existing credit',10,'<1',2,0.6058705484880249,0.7074201763569201,1.4084966299063164,1.241943887014267,1.344270824984854,1.1224820964921531,0.7497984159689122,0.9980390017120586,0.6211767878655223,0.34304047990530595,no,rent,1,'unskilled resident',2,none,none,none,'male single','real estate','new car',3,'<100'
848,28,'no checking',bad,9325,'delayed previously',36,'<1',2,0.33985570010788096,0.50690043390465,1.2023346800422559,0.7726380486870441,0.6026481546056756,1.495066601273857,1.3225313470898818,1.391050539480657,0.5832323955682179,0.49808849656984966,yes,own,1,skilled,1,none,none,none,'male div/sep',car,business,1,'<100'
849,24,'<0',bad,1393,'all paid',24,'4<=X<7',1,0.9184536890036589,0.6904914642325086,0.802928715899206,1.0536855197219595,0.8615064189271395,0.9597267638486782,0.6018771153803023,1.3094441795767822,0.611104761566867,0.3038288917702088,yes,rent,4,'unskilled resident',1,guarantor,bank,none,'male single',car,radio/tv,4,'<100'
850,28,'no checking',good,2441,'existing paid',24,'1<=X<4',1,0.35423912311955696,0.5147086242330714,1.0851802956696548,0.4506245530304403,1.2648258143706688,0.7099517411025349,0.7620771637824693,1.0729657522296692,0.5337127255376276,0.3544052710500307,yes,rent,2,skilled,1,none,none,yes,'female div/dep/mar',car,'used car',4,'>=1000'
851,46,'no checking',good,924,'existing paid',10,'>=7',1,0.45274756804868466,0.8165501030959988,1.2354988174095012,1.2844169502937994,0.8544674692076875,0.9645364804599698,1.4386031642416366,1.700780287417385,0.6631704390972009,0.3044158217688847,yes,'for free',4,skilled,1,none,none,yes,'male single','no known property',education,4,'500<=X<1000'
852,23,'0<=X<200',bad,11635,'existing paid',24,'1<=X<4',2,0.5176556448506328,0.528316975679424,1.1788534036108147,0.40393145569652567,0.637705881053499,0.4410763244212399,1.4398940499327426,1.5589439750896947,0.7966939266791493,0.3221771083200651,yes,rent,1,'high qualif/self emp/mgmt',1,none,none,none,'female div/dep/mar',car,'used car',4,'<100'
853,35,'0<=X<200',good,2452,'existing paid',7,'1<=X<4',1,0.42355214110603356,0.6759890858721893,1.3635408905740505,1.1602938848783009,0.9021133542899941,1.3210196107588588,0.9022588081380738,1.2172852422574065,0.9444578076076038,0.3056150727695359,yes,own,2,skilled,1,guarantor,none,none,'male single','real estate',radio/tv,2,'<100'
854,34,'no checking',good,1459,'existing paid',24,'4<=X<7',1,0.30523693035421284,0.5741541632477771,0.6785700248963112,0.6996608285366483,1.0057665999581193,1.5317051239560904,0.9156706515958895,0.7981044985673102,0.6972308498290524,0.6252369674886067,yes,own,4,skilled,2,none,none,yes,'female div/dep/mar',car,'new car',3,'>=1000'
855,31,'no checking',good,1980,'existing paid',12,'4<=X<7',2,0.516262288124295,0.5421163683418655,0.8021621191837048,0.674939841776095,0.6085049060238912,1.0705977077864723,0.958771989683972,1.6008334638715198,1.3692678536631309,0.6864910836914218,yes,rent,4,'high qualif/self emp/mgmt',2,none,none,yes,'male single',car,radio/tv,2,'<100'
856,47,'no checking',good,5286,'critical/other existing credit',24,'<1',3,0.6491166247443385,0.7491736340723625,1.1842077626098289,0.9932937543050951,0.9148567438992221,0.44331001638894507,0.2795595101445866,0.9765080276272189,0.7426398321260171,0.6807006488673477,yes,'for free',3,skilled,1,none,none,yes,'male mar/wid','no known property',radio/tv,3,'<100'
857,27,'<0',good,1352,'existing paid',15,'<1',1,0.31292140505215066,0.5770291149738647,0.6859212866915638,1.1218211484843923,0.7236819485154059,1.1943806158525772,1.4600756088768985,1.383187392427574,0.4809805075962247,0.5513138388530019,no,own,4,skilled,1,none,none,none,'male mar/wid','real estate',radio/tv,2,'<100'
858,32,'no checking',good,2954,'existing paid',10,'1<=X<4',1,0.4590459492280758,0.4999732314640368,1.464032964854201,0.7339866298936552,1.0177319511580327,0.858416125525649,0.7465692387840583,1.14771779017061,1.2750859266418417,0.7450851860577237,yes,own,1,skilled,2,'co applicant',none,none,'male single','real estate','used car',2,'100<=X<500'
859,23,'<0',bad,314,'existing paid',6,'<1',1,0.7098120716517022,0.7198931820672941,1.0480514646697214,1.1806949120967565,0.40635299224131544,0.5116723541266651,1.219883791577433,1.0400596561792297,0.5028278329396236,0.7406963248025467,yes,own,4,skilled,1,none,none,none,'female div/dep/mar','life insurance',education,4,'<100'
860,39,'no checking',good,1633,'existing paid',18,'<1',1,0.1512334282360019,0.5176716411648477,0.8205417468920129,1.202796440218328,1.1695624737152712,1.360678286102336,1.723414946536949,0.7080429922592716,1.2089340158152884,0.6564516250642868,yes,own,3,skilled,1,none,none,yes,'male mar/wid','real estate',radio/tv,4,'<100'
861,26,'no checking',good,1703,'critical/other existing credit',12,'>=7',2,0.684789960754056,0.6006117631703154,1.4365990356916067,1.3900211023166502,1.081089014399324,0.6476755497098853,0.9758406361315186,1.0197691054722142,1.4047426583590525,0.42745533412333847,yes,own,2,skilled,1,none,none,none,'male single','no known property',radio/tv,2,'<100'
862,44,'<0',good,4974,'critical/other existing credit',6,'<1',2,0.5280767380209112,0.4987228504299118,0.7925101850687479,1.0428778804726928,0.6827997517350197,0.8148731396254687,1.0076982815322082,1.2903661939946025,0.8180177260356719,0.5997914048078385,yes,own,1,'unskilled resident',2,none,none,none,'male single','real estate','new car',3,'no known savings'
863,24,'<0',bad,1242,'existing paid',15,'1<=X<4',1,0.6451691214909979,0.400605470901024,1.4595654864970156,1.3752321295893535,0.6018719950925646,1.4219369489083817,0.8703875109468674,1.3116803838660376,1.1088575740129865,0.44665619267513756,yes,rent,4,skilled,1,none,none,none,'female div/dep/mar',car,'domestic appliance',2,'no known savings'
864,32,'no checking',bad,4593,'existing paid',6,'<1',1,0.6372512938121093,0.7551912882421139,0.7490230163834702,1.1518772894606792,0.7853835152756811,1.2106224158799068,0.9105407373162662,0.4665970557655919,0.7653652259613407,0.43330602705943544,yes,own,1,skilled,1,none,none,none,'female div/dep/mar','life insurance',furniture/equipment,4,'<100'
865,32,'no checking',good,2871,'existing paid',9,'1<=X<4',1,0.2534313001783211,0.625966695051452,0.7436917739507246,1.1364513496826718,1.5216460512054224,1.0019996132704863,0.5933234100313528,0.5769318904702585,1.3243573983171726,0.4207395459593375,yes,own,1,skilled,2,none,none,none,'male single','real estate',radio/tv,2,'<100'
866,61,'no checking',good,1287,'critical/other existing credit',12,'>=7',2,0.6091668677240201,0.53231739251386,0.7293277693220536,0.7468279203941488,1.2823204320740444,0.8131762414343606,0.5420075071894593,0.8798373852764421,1.1755747557943177,0.5876910947481785,yes,own,4,'unskilled resident',1,none,none,none,'male single','real estate','new car',4,'<100'
867,38,'no checking',good,1849,'existing paid',24,'<1',1,0.5504067434758709,0.4346543397274375,1.2124829478086248,0.6259623180701954,1.0070203344158517,0.788915694498423,0.9811006153787893,1.2131223258971482,1.320309963532909,0.6479938057454258,yes,own,4,skilled,1,none,stores,yes,'female div/dep/mar',car,radio/tv,3,'<100'
868,27,'0<=X<200',good,7431,'delayed previously',60,'1<=X<4',1,0.6748356281996608,0.38284730386612703,1.212210399000641,1.3603071225731123,0.41790858350690663,1.3166635825326833,0.8517462552490096,0.9269872184023358,1.013688618198155,0.4248650945187371,yes,own,1,'unskilled resident',1,none,none,none,'male single','real estate',radio/tv,1,'no known savings'
869,27,'0<=X<200',good,1835,'critical/other existing credit',12,'<1',1,0.5662431999042248,0.28763549979688713,0.9048016096457512,0.6416872967917681,1.046380193269429,0.6894132248684954,1.1502753977499678,0.6970622661116751,0.714939558105468,0.4912606103942033,yes,own,4,skilled,1,none,none,none,'male single',car,'new car',1,'100<=X<500'
870,32,'0<=X<200',good,2720,'critical/other existing credit',21,'4<=X<7',2,0.4338663873063292,0.698071416239829,1.5531898807815554,1.6794421563510764,0.4730618976891679,1.229401041395442,1.033006859231664,0.7268974423578137,0.2311170729400308,0.4910714544241882,yes,own,3,skilled,1,none,none,yes,'male single',car,furniture/equipment,2,'>=1000'
871,33,'0<=X<200',good,3174,'no credits/all paid',18,'1<=X<4',2,0.5323790772872811,0.6662004751923795,1.2107682522046963,0.880735860982944,0.8012250268484205,0.8027648703963253,0.6774797395078255,0.9426334197736252,1.0193738341659149,0.5198288279983057,yes,own,1,skilled,1,none,bank,yes,'female div/dep/mar',car,furniture/equipment,4,'<100'
872,43,'no checking',good,2023,'critical/other existing credit',24,'4<=X<7',2,0.2723629234947517,0.5769891455735575,0.8844223512680718,1.7285677711018803,1.5807000635495227,1.0116698789740715,0.7490586980230217,1.0562785898108646,1.2560055385677713,0.8417181495549623,yes,own,4,skilled,2,none,none,yes,'male single',car,'used car',4,'no known savings'
873,23,'0<=X<200',good,3501,'existing paid',24,unemployed,1,0.06202352182882877,0.6793268283786622,1.4158976706449589,0.2058492733237593,1.1324415633244276,0.6643900763434456,0.8942192667221869,0.600515734751721,1.2610539188859196,0.5696704745317185,yes,rent,1,'unemp/unskilled non res',1,none,none,none,'female div/dep/mar','no known property',radio/tv,4,'500<=X<1000'
874,26,'0<=X<200',good,1492,'critical/other existing credit',12,'4<=X<7',1,0.426924303582751,0.5151664451285815,1.4018883707578755,0.7929015719500849,0.7588500986131612,0.8603116594973266,0.747870658646629,1.3212670085321645,1.4156858675015904,0.5149081760169665,yes,own,4,skilled,1,none,none,none,'male single','life insurance','domestic appliance',3,'<100'
875,45,'no checking',good,11248,'delayed previously',36,'>=7',2,0.224107796625754,0.6104139204497232,0.8409216487213407,1.3842467493934472,0.6874969891390527,0.7752740753274696,1.255975177774188,1.4929009084691596,0.583984279503277,0.6621754426373024,yes,own,2,skilled,2,none,none,yes,'male single',car,'new car',2,'<100'
876,40,'0<=X<200',good,5605,'existing paid',48,unemployed,1,0.5135720359235407,0.4507388265166933,0.8247182093544738,0.7522644529912534,0.9377762976758651,0.766854772305477,1.572812390773146,0.9169524214431732,1.3833543610577395,0.7518056185562519,yes,'for free',3,'unemp/unskilled non res',1,none,bank,yes,'male single','no known property',other,4,'no known savings'
877,54,'<0',good,1136,'critical/other existing credit',12,'>=7',1,0.2765977811146733,0.4376295688769797,1.046011986029995,1.1523114305561026,0.6134035308340199,1.4822418174655283,1.428369212351758,1.2793375101818953,1.4052906283480948,0.6542417306988725,yes,own,4,skilled,1,none,none,none,'male single','real estate','used car',3,'<100'
878,33,'>=200',bad,2196,'critical/other existing credit',21,'<1',1,0.45314994139364323,0.39735635411038195,0.784082135927411,1.0566406850125862,1.0382292776231772,0.6288442267817371,1.518085091630815,1.288334299826197,0.436509024794501,0.24727702987501843,yes,rent,2,skilled,1,none,none,none,'male div/sep',car,education,1,'<100'
879,31,'no checking',good,3145,'existing paid',18,'1<=X<4',1,0.5983653668866881,0.39720854864482275,1.4053195824714977,0.48595374850245865,1.1939174188332005,0.8987463058680729,1.1130288862192743,1.6728969145612878,0.9592005986110657,0.284025747666083,yes,own,2,skilled,1,none,none,yes,'male single','life insurance','used car',1,'no known savings'
880,49,'>=200',good,1144,'existing paid',9,'>=7',1,0.5314497226254007,0.5861921151227999,1.0131058499488885,1.1520005876758028,1.5230689190672253,1.3547672884523516,1.2660428405186412,1.025952408436706,0.8918495121944507,0.3981474777767793,yes,own,2,skilled,1,none,none,none,'male div/sep','real estate',radio/tv,4,'100<=X<500'
881,29,'0<=X<200',good,7727,'critical/other existing credit',24,'>=7',1,0.43642491113043197,0.6241552254716402,0.7857254333032325,0.854763467479922,0.7461674036281948,0.8636881779978798,1.120632918102352,1.191385633758229,1.19741428151138,0.6172485837758235,yes,rent,2,skilled,1,none,none,none,'female div/dep/mar','no known property','used car',4,'>=1000'
882,30,'<0',bad,3125,'all paid',24,'<1',1,0.6765790403524138,0.30659771679997044,0.5387960572710113,1.3668127352757629,1.113218202518127,1.1117133557361294,0.5519889386963817,1.2103781766947925,1.237599723345916,0.5732141601063601,yes,'for free',4,skilled,2,none,none,yes,'male single','no known property',furniture/equipment,4,'500<=X<1000'
883,24,'<0',good,3450,'existing paid',24,'1<=X<4',1,0.5466358707465642,0.4735848925998072,1.2469379152698687,1.3942791760353057,0.6892276676968208,0.9463944795421471,0.5338826942361018,0.7735316988970177,0.5959433514772114,0.40253933776182493,yes,rent,2,'unskilled resident',1,none,none,none,'male div/sep','real estate',furniture/equipment,2,'<100'
884,36,'0<=X<200',good,2820,'critical/other existing credit',36,'>=7',1,0.13182613734667997,0.4401961222950821,1.188628167402713,1.0368313867693972,1.356047436896958,0.9536681098784463,1.0812235677578184,1.4406469294524276,0.4930494620344926,0.4937850591329861,yes,own,4,skilled,1,none,none,none,'male single','real estate',radio/tv,4,'<100'
885,35,'no checking',good,2039,'existing paid',12,'4<=X<7',1,0.44392424385165036,0.6259440991472494,0.8139751465392004,0.9156206051733886,1.2003387121799605,0.6893412332326622,1.2412975374565782,0.9208350534517132,0.745593509851283,0.6657259951599968,yes,own,3,skilled,1,none,none,none,'male single','no known property',radio/tv,1,'100<=X<500'
886,23,'<0',bad,3868,'no credits/all paid',24,'>=7',2,0.3310601060381198,0.609254970467041,0.8585899586484264,1.0643440921314156,1.5299293303122905,1.067466516504577,1.161386155043068,1.3469526515297103,0.7158167841166265,0.44807013510111915,yes,rent,3,skilled,2,none,bank,none,'male single','no known property',furniture/equipment,4,'<100'
887,27,'no checking',good,734,'delayed previously',14,'1<=X<4',2,0.383525245658805,0.49980378228293687,0.7101079541409409,1.1180353940220864,0.7304563464804311,1.1788777202058967,0.5511423304485799,1.1932657823209594,1.185823196261016,0.44634647726882115,yes,own,4,'unskilled resident',1,none,none,none,'male single',car,'new car',2,'<100'
888,43,'<0',good,2120,'critical/other existing credit',27,'>=7',4,0.5440126823650454,0.5684413356550154,1.6846580239927507,0.8214982140496554,1.2841017909936476,0.8467384154956239,0.22787851541098542,1.2436840614678273,1.0263008188055314,0.532780879689563,yes,own,4,'high qualif/self emp/mgmt',2,none,stores,yes,'male single',car,business,4,'<100'
889,38,'0<=X<200',good,3317,'existing paid',24,'4<=X<7',2,0.4394748947366856,0.5063004627336427,1.004821446733084,1.1045580253304967,1.1542493851839688,1.135319915096532,1.2150247188023053,0.6698941640050009,1.1683775783826977,0.6674893964739637,yes,own,2,skilled,1,none,bank,yes,'male single',car,'new car',3,'100<=X<500'
890,50,'no checking',good,2255,'existing paid',12,'>=7',1,0.30050238410335744,0.5331532405057193,1.1631621594418053,0.39226230608715174,1.3333136247033055,0.24664520109843877,0.8012256330439744,1.3128526430186964,1.1386757296964798,0.39760514122774693,yes,own,4,skilled,1,none,none,yes,'male single',car,'new car',3,'no known savings'
891,63,'no checking',good,1519,'critical/other existing credit',12,'>=7',2,0.3932364460193982,0.673096993626893,1.2614529009122006,0.9653056588232591,1.5840199705237794,1.3879195379074716,0.6961251397985821,1.3097074061581526,1.4159037050224184,0.5466263671073655,yes,own,2,'unskilled resident',1,none,none,yes,'male single','real estate',radio/tv,4,'<100'
892,27,'0<=X<200',good,2384,'critical/other existing credit',15,'1<=X<4',1,0.29953949647375766,0.6497516163201337,1.131991093671676,0.2966389678276612,0.3810999414659055,1.4679729979052842,0.3639867009332336,0.8267022075964585,1.253407902604178,0.6630513765329884,yes,own,2,skilled,1,none,bank,none,'male single',car,business,4,'500<=X<1000'
893,31,'no checking',bad,2539,'critical/other existing credit',18,'4<=X<7',2,0.21851083619190723,0.6901159284875724,0.8900603413528609,1.6177269949453152,0.9786095098319573,1.0978939934893837,0.9950188872809812,0.5105420743307143,0.8801790585798923,0.6072377661856807,yes,own,2,skilled,1,none,bank,none,'male single','life insurance','new car',2,'<100'
894,50,'<0',bad,5590,'no credits/all paid',27,unemployed,2,0.43532560112798074,0.4926388126577675,1.0834174376473187,1.1420268737669186,1.2564898856962097,0.4249825538335681,0.42681173636096637,1.0812813629460722,0.877512967032014,0.40225181086833495,yes,own,2,skilled,1,none,stores,yes,'male single','life insurance',business,4,'<100'
895,43,'0<=X<200',good,2892,'delayed previously',18,'>=7',1,0.5208496882688427,0.4699368352261138,0.9526342469069677,0.8585990835672865,0.7961809681073074,0.7996502541747882,1.4089983410896099,0.8930986018288313,1.047117512213387,0.4764121630533691,yes,own,4,skilled,2,none,none,none,'male single',car,'new car',4,'no known savings'
896,37,'0<=X<200',bad,635,'existing paid',15,'>=7',1,0.759154258262421,0.5547277491972425,0.32934660194533816,1.407916181391734,1.1387626972939942,0.6160892583884123,1.4930036101485382,1.1310509324607159,0.5530987400747283,0.32189423031104036,yes,own,4,skilled,2,none,none,none,'male single',car,radio/tv,3,'<100'
897,51,'>=200',good,2682,'existing paid',24,'>=7',1,0.4670073282773881,0.43494568079084023,1.0419232630478068,0.4734958661438321,0.9368517637584379,0.7078833732479434,0.9399569412612641,0.937693890184164,0.37018106651132376,0.49095223459359005,yes,'for free',3,skilled,1,none,none,none,'male div/sep','no known property',furniture/equipment,4,'<100'
898,22,'no checking',good,2443,'existing paid',9,'<1',1,0.580360012750369,0.5380998687259905,1.046343732717844,0.44352267850307114,0.9529124417191728,1.0754184911337545,1.2541506254927657,1.7384831027239136,0.7237685790886014,0.3458440051513687,yes,rent,2,skilled,1,none,none,none,'female div/dep/mar','life insurance',furniture/equipment,4,'100<=X<500'
899,33,'<0',bad,765,'existing paid',12,'<1',1,0.5167737408935139,0.35391938792155625,1.233136741597123,0.9350110916035966,0.8884975336039149,1.2009917949169067,1.2707050984946107,0.6278567061698258,1.2465075776577763,0.7003229764940073,yes,own,4,'unskilled resident',1,none,none,yes,'male mar/wid','no known property',radio/tv,3,'100<=X<500'
900,51,'no checking',good,3395,'critical/other existing credit',36,'>=7',1,0.5890675573721539,0.5630160661127283,1.1398327533716262,1.084318456604782,0.6357860946556184,0.7405133284580672,0.7967508980756812,1.659959154721729,0.7272246914917775,0.6502220662398244,yes,own,4,skilled,1,none,none,yes,'male single',car,radio/tv,2,'no known savings'
901,26,'0<=X<200',good,1165,'existing paid',24,'<1',1,0.5097207723008909,0.36261069429915777,0.9952006315735459,1.3127316865468523,1.1014739213393474,0.8087862797406522,0.8713956944390508,1.4931011972403514,0.7794125166478165,0.3482170565967171,yes,own,4,skilled,1,none,none,none,'male single','life insurance','new car',1,'<100'
902,22,'<0',good,3663,'existing paid',18,'<1',1,0.5727448792629137,0.45427330773153946,1.3453391018747474,0.7625229200367772,1.523030280216688,0.8499582269486214,1.4321858911879495,0.9155074154574376,0.41763890221868954,0.4477394683264958,yes,rent,1,skilled,1,none,none,none,'female div/dep/mar',car,furniture/equipment,4,'<100'
903,49,'>=200',good,1082,'existing paid',9,'>=7',1,0.48879594691198813,0.6888158315492834,0.4364382240925837,0.8942432442293449,0.790529126171607,1.2058998682986437,1.202443339898786,0.9952980685439797,1.1328105394106995,0.741915583908503,yes,own,2,skilled,1,none,none,none,'male div/sep','real estate',radio/tv,4,'100<=X<500'
904,20,'no checking',good,1323,'existing paid',9,'>=7',1,0.35917311726109985,0.5686877650303004,1.1312980314573078,0.6576432569402735,1.4626709931786712,0.39144249492520977,0.9348890526731322,1.1663909267106352,0.41002460644882455,0.7999039324958692,yes,own,1,skilled,1,none,none,none,'male single',car,furniture/equipment,4,'<100'
905,33,'<0',bad,652,'existing paid',12,'<1',1,0.6894659759668225,0.5308447257208095,1.5630456223275244,1.1600828471744218,0.7035400411118808,1.4885797473604023,1.205019405543497,1.321650319460107,0.8867047543994107,0.4356874164380442,yes,own,4,'unskilled resident',1,none,none,yes,'male mar/wid','no known property',radio/tv,3,'100<=X<500'
906,26,'0<=X<200',good,1149,'existing paid',24,'<1',1,0.5317127112654723,0.5432681355263141,1.0051226927628296,1.3936494422754917,1.378250489880586,0.6719320872500686,1.1571909750842768,0.7064343228632547,1.2329511225782874,0.49179889629263485,yes,own,4,skilled,1,none,none,none,'male single','life insurance','new car',1,'<100'
907,23,'no checking',good,918,'existing paid',6,'4<=X<7',1,0.4737597129845368,0.7018410944591634,0.896991375005415,0.5147638527221743,0.7484128434652417,1.1187100677141182,1.1734376159262567,0.9781296785149298,1.1052065872527608,0.35912050757141656,yes,rent,2,'unskilled resident',1,none,none,none,'male mar/wid','real estate',repairs,4,'500<=X<1000'
908,34,'no checking',good,2762,'no credits/all paid',12,'>=7',2,0.5297424863343776,0.6880393194216514,1.1320786741752276,1.431615404625175,1.2803350334701815,1.630247655151238,0.8865878130455556,0.9498030871798158,0.7366373206503405,0.4953948079180793,yes,own,2,skilled,1,none,none,none,'male single','life insurance',furniture/equipment,4,'<100'
909,28,'no checking',good,2198,'existing paid',12,'1<=X<4',1,0.4103342616971178,0.5587932854569234,0.7621920934290418,0.6246487393502353,0.5408707276666782,1.0625763529258974,0.6758206911197214,1.0767104410128914,0.4139504083511538,0.8226900286594309,yes,own,4,skilled,1,'co applicant',none,none,'female div/dep/mar','real estate',radio/tv,2,'100<=X<500'
910,30,'no checking',good,2383,'existing paid',30,'>=7',1,0.2030868615464576,0.5342395764195851,0.9525740238693242,1.3063265039310927,1.0173684568040455,0.7390076228465019,0.9977436388289749,1.3936785951503454,0.26407113713419966,0.7225512535267802,yes,own,4,'high qualif/self emp/mgmt',1,none,bank,none,'male single',car,radio/tv,2,'500<=X<1000'
911,40,'0<=X<200',good,2635,'existing paid',18,'4<=X<7',1,0.31548647399179663,0.6502199715599104,0.9245415164097994,0.6804121164372634,1.562001557896978,0.75666144747616,1.429496418144277,1.023501044194345,1.5027388929942123,0.4872263450476124,yes,rent,2,skilled,1,none,none,none,'female div/dep/mar','real estate',furniture/equipment,4,'<100'
912,64,'<0',good,2563,'existing paid',24,'>=7',1,0.46015323719982343,0.59554674396528,0.8998968485690557,1.367511413621295,1.255251817647038,0.3776930488136949,1.28019086698956,0.8792506965470809,0.8153881922522779,0.6362848576746527,yes,rent,4,'unskilled resident',1,none,bank,none,'male single','real estate',radio/tv,4,'<100'
913,33,'0<=X<200',bad,2364,'existing paid',36,'<1',1,0.5132893093584331,0.48371626627520736,1.287473671538479,1.7107498591395227,1.1512734252503476,0.49165803626548976,0.5667870097650219,1.468026083364138,0.4878841769673505,0.5009658630354601,yes,rent,4,'unskilled resident',1,none,none,none,'male single','no known property',repairs,1,'<100'
914,43,'no checking',bad,1458,'existing paid',18,'<1',1,0.5724589868761493,0.4170501369175449,0.6238171719996691,0.7370207182202708,0.9409263480762763,1.0032006366743342,0.956989034907766,0.6629698893873184,1.3003816621898237,0.5438926541953044,yes,own,4,'unskilled resident',2,'co applicant',none,none,'male mar/wid','life insurance',furniture/equipment,1,'<100'
915,20,'no checking',good,2270,'existing paid',15,'1<=X<4',1,0.3625340788854656,0.7579966130221075,1.3129288342713599,0.9356022993297372,0.7699356007302206,0.4786125404367358,0.8269159335711829,1.2263880373283715,0.9295899651784966,0.8284958646077143,yes,rent,2,skilled,1,none,none,none,'female div/dep/mar',car,furniture/equipment,4,'500<=X<1000'
916,33,'0<=X<200',bad,1207,'existing paid',18,'1<=X<4',1,0.4070392765556335,0.5625463478128742,0.4261735738015857,1.0999528332729906,0.3437950285484432,0.7762345445791929,0.938443337344671,0.9805237506218847,1.0297244878031568,0.5828803815008865,yes,own,4,skilled,1,none,none,none,'female div/dep/mar','life insurance','new car',2,'no known savings'
917,38,'<0',good,10408,'critical/other existing credit',30,'>=7',3,0.3567881532708714,0.6451290888265616,1.1164275339895617,0.6816465029979797,1.3496541587742268,0.9271070173393221,0.6753659787758184,1.4729516561322247,1.2669390519767112,0.42397818289911904,yes,'for free',3,'high qualif/self emp/mgmt',2,none,none,yes,'male single','no known property','used car',4,'<100'
